split,seed,candidate,checkpoint,window_id,doc_id,document_token_start,labels,nll
S,17,a00,10,0,71ff58ca29d05bef3a99fb59512ec09404e49be906888dc3ea5409ce8a54beea,0,511,2.393594264984131
