step,s_nll,s_ppl,parent_s_nll,nll_ratio,ppl_ratio,quality_passed,checkpoint_seconds,eval_window_seconds
20,2.5649419873952866,12.999904189491813,2.4612011834979057,1.0421504770081178,1.1093128880719165,True,0.15995885897427797,0.03509237374237273
50,2.462038913741708,11.728700987058748,2.4612011834979057,1.0003403745493944,1.0008380812377886,True,0.15588064026087523,0.03484671926707961
100,2.363530231639743,10.628406037127863,2.4612011834979057,0.960315738301673,0.9069472839790369,True,0.18290200270712376,0.03520826117892284
