split,first_layer,second_layer,sample_index,source_window_index,nll
calibration,1,15,3,3195,4.91703462600708
calibration,1,15,4,3348,7.148938179016113
calibration,1,15,5,636,6.991855621337891
calibration,1,15,6,655,5.119990825653076
calibration,1,15,7,4470,5.770638465881348
calibration,1,15,8,3767,4.981884002685547
calibration,1,15,9,1123,7.054161071777344
calibration,1,15,10,1907,4.439403057098389
calibration,1,15,11,4325,10.194636344909668
calibration,1,15,12,3374,6.613038539886475
calibration,1,15,13,552,4.766379356384277
calibration,1,15,14,1983,5.137512683868408
calibration,1,15,15,279,4.262824058532715
calibration,1,15,16,3116,5.441469192504883
calibration,1,15,17,3247,6.294984340667725
calibration,1,15,18,4798,6.90225887298584
calibration,1,15,19,2782,4.685400485992432
calibration,1,15,20,2029,4.825674057006836
calibration,1,15,21,3681,4.795916557312012
calibration,1,15,22,252,6.09840726852417
calibration,1,15,23,2694,5.6636457443237305
calibration,1,15,24,1696,7.2936482429504395
calibration,1,15,25,1,6.003888130187988
calibration,1,15,26,1432,6.764143943786621
calibration,1,15,27,3131,5.191497802734375
calibration,1,15,28,4718,4.596860885620117
calibration,1,15,29,2055,5.76182746887207
calibration,1,15,30,4817,5.092716693878174
calibration,1,15,31,2110,5.734755039215088
calibration,1,15,32,4972,7.7133073806762695
calibration,1,15,33,3779,6.825804710388184
calibration,1,15,34,4553,4.349288463592529
calibration,1,15,35,4505,6.054337024688721
calibration,1,15,36,779,5.863208293914795
calibration,1,15,37,375,4.348154067993164
calibration,1,15,38,3175,6.697170734405518
calibration,1,15,39,1099,4.793757915496826
calibration,1,15,40,3387,5.267620086669922
calibration,1,15,41,3081,4.127810955047607
calibration,1,15,42,461,7.27843713760376
calibration,1,15,43,429,5.071285247802734
calibration,1,15,44,2649,7.750490188598633
calibration,1,15,45,1815,10.8508882522583
calibration,1,15,46,4318,4.766729354858398
calibration,1,15,47,226,6.441244602203369
calibration,1,15,48,4210,11.641645431518555
calibration,1,15,49,892,9.85720443725586
calibration,1,15,50,2021,5.265469074249268
calibration,1,15,51,2579,4.987172603607178
calibration,1,15,52,2843,4.768795490264893
calibration,1,15,53,2661,6.255607604980469
calibration,1,15,54,426,5.552998065948486
calibration,1,15,55,768,4.9353928565979
calibration,1,15,56,2163,6.3552327156066895
calibration,1,15,57,2378,4.703609943389893
calibration,1,15,58,1777,4.474550724029541
calibration,1,15,59,2019,5.128177165985107
calibration,1,15,60,611,4.2117533683776855
calibration,1,15,61,1632,7.9190897941589355
calibration,1,15,62,1668,8.274818420410156
calibration,1,15,63,2131,5.847263813018799
calibration,1,15,64,4582,2.260894775390625
calibration,1,15,65,3185,4.508266448974609
calibration,1,15,66,3604,5.527493476867676
calibration,1,15,67,2688,4.788950443267822
calibration,1,15,68,1024,9.525343894958496
calibration,1,15,69,3447,5.077598571777344
calibration,1,15,70,1624,4.0627031326293945
calibration,1,15,71,683,4.285051345825195
calibration,1,15,72,3712,4.638329982757568
calibration,1,15,73,4597,4.6687703132629395
calibration,1,15,74,2003,5.416861534118652
calibration,1,15,75,38,4.9308905601501465
calibration,1,15,76,2557,5.644250392913818
calibration,1,15,77,648,5.191216945648193
calibration,1,15,78,2091,5.2054314613342285
calibration,1,15,79,2261,4.730223655700684
calibration,1,15,80,2086,5.359521865844727
calibration,1,15,81,4297,4.382277488708496
calibration,1,15,82,3993,5.12056827545166
calibration,1,15,83,559,4.418763637542725
calibration,1,15,84,3219,4.679870128631592
calibration,1,15,85,3324,5.089732646942139
calibration,1,15,86,4366,4.577071189880371
calibration,1,15,87,323,4.729421138763428
calibration,1,15,88,3151,4.512856960296631
calibration,1,15,89,2912,4.473247051239014
calibration,1,15,90,2892,4.440737247467041
calibration,1,15,91,1031,6.795368194580078
calibration,1,15,92,2905,4.2013630867004395
calibration,1,15,93,1747,5.531904220581055
calibration,1,15,94,1426,5.557877540588379
calibration,1,15,95,1288,5.237255573272705
calibration,1,17,0,720,5.460114479064941
calibration,1,17,1,3796,5.47019624710083
calibration,1,17,2,2979,4.805391311645508
calibration,1,17,3,3195,4.9605183601379395
calibration,1,17,4,3348,7.361217975616455
calibration,1,17,5,636,6.857921600341797
calibration,1,17,6,655,5.1517791748046875
calibration,1,17,7,4470,5.657684326171875
calibration,1,17,8,3767,5.048665523529053
calibration,1,17,9,1123,6.740612506866455
calibration,1,17,10,1907,4.486473560333252
calibration,1,17,11,4325,10.638784408569336
calibration,1,17,12,3374,6.7815165519714355
calibration,1,17,13,552,4.653304100036621
calibration,1,17,14,1983,5.164969444274902
calibration,1,17,15,279,4.267601490020752
calibration,1,17,16,3116,5.474285125732422
calibration,1,17,17,3247,6.220032215118408
calibration,1,17,18,4798,7.189569473266602
calibration,1,17,19,2782,4.64075231552124
calibration,1,17,20,2029,4.761661529541016
calibration,1,17,21,3681,4.788316249847412
calibration,1,17,22,252,6.17429780960083
calibration,1,17,23,2694,5.758159160614014
calibration,1,17,24,1696,7.363423824310303
calibration,1,17,25,1,5.947196006774902
calibration,1,17,26,1432,7.1419596672058105
calibration,1,17,27,3131,5.31781005859375
calibration,1,17,28,4718,4.582561016082764
calibration,1,17,29,2055,5.3981499671936035
calibration,1,17,30,4817,5.0435638427734375
calibration,1,17,31,2110,5.474012851715088
calibration,1,17,32,4972,7.906164169311523
calibration,1,17,33,3779,6.841922283172607
calibration,1,17,34,4553,4.7657470703125
calibration,1,17,35,4505,6.565425872802734
calibration,1,17,36,779,6.036026477813721
calibration,1,17,37,375,4.398983001708984
calibration,1,17,38,3175,6.947774887084961
calibration,1,17,39,1099,4.794918537139893
calibration,1,17,40,3387,5.250143527984619
calibration,1,17,41,3081,4.053197860717773
calibration,1,17,42,461,7.483598709106445
calibration,1,17,43,429,5.0804572105407715
calibration,1,17,44,2649,8.141501426696777
calibration,1,17,45,1815,10.769430160522461
calibration,1,17,46,4318,4.8164963722229
calibration,1,17,47,226,6.599447727203369
calibration,1,17,48,4210,12.373716354370117
calibration,1,17,49,892,10.223238945007324
calibration,1,17,50,2021,5.211421489715576
calibration,1,17,51,2579,5.139092922210693
calibration,1,17,52,2843,4.708464622497559
calibration,1,17,53,2661,6.525462627410889
calibration,1,17,54,426,5.472743034362793
calibration,1,17,55,768,5.0023932456970215
calibration,1,17,56,2163,6.388880252838135
calibration,1,17,57,2378,4.739665508270264
calibration,1,17,58,1777,4.499736309051514
calibration,1,17,59,2019,5.420078277587891
calibration,1,17,60,611,4.23109769821167
calibration,1,17,61,1632,8.450533866882324
calibration,1,17,62,1668,8.169639587402344
calibration,1,17,63,2131,5.843111515045166
calibration,1,17,64,4582,2.440925121307373
calibration,1,17,65,3185,4.48040771484375
calibration,1,17,66,3604,5.7965474128723145
calibration,1,17,67,2688,4.811647891998291
calibration,1,17,68,1024,9.750723838806152
calibration,1,17,69,3447,5.004720211029053
calibration,1,17,70,1624,3.9756920337677
calibration,1,17,71,683,4.658285140991211
calibration,1,17,72,3712,4.586111545562744
calibration,1,17,73,4597,5.369384765625
calibration,1,17,74,2003,5.4669084548950195
calibration,1,17,75,38,4.869711875915527
calibration,1,17,76,2557,5.915633678436279
calibration,1,17,77,648,5.1972808837890625
calibration,1,17,78,2091,5.286322116851807
calibration,1,17,79,2261,4.718958377838135
calibration,1,17,80,2086,5.502677917480469
calibration,1,17,81,4297,4.277470588684082
calibration,1,17,82,3993,5.249965190887451
calibration,1,17,83,559,4.430580139160156
calibration,1,17,84,3219,4.659108638763428
calibration,1,17,85,3324,5.103858470916748
calibration,1,17,86,4366,4.59683084487915
calibration,1,17,87,323,4.633709907531738
calibration,1,17,88,3151,4.609313011169434
calibration,1,17,89,2912,4.4343953132629395
calibration,1,17,90,2892,4.519913673400879
calibration,1,17,91,1031,6.982642650604248
calibration,1,17,92,2905,4.4348649978637695
calibration,1,17,93,1747,5.877040863037109
calibration,1,17,94,1426,5.555261611938477
calibration,1,17,95,1288,5.169250965118408
calibration,1,19,0,720,5.942616939544678
calibration,1,19,1,3796,5.862929344177246
calibration,1,19,2,2979,5.019668102264404
calibration,1,19,3,3195,5.248719215393066
calibration,1,19,4,3348,7.169543266296387
calibration,1,19,5,636,7.151673793792725
calibration,1,19,6,655,5.455287456512451
calibration,1,19,7,4470,6.023494720458984
calibration,1,19,8,3767,5.212727069854736
calibration,1,19,9,1123,7.876270771026611
calibration,1,19,10,1907,4.604145526885986
calibration,1,19,11,4325,10.32475757598877
calibration,1,19,12,3374,6.960375785827637
calibration,1,19,13,552,4.945672035217285
calibration,1,19,14,1983,5.641325950622559
calibration,1,19,15,279,4.446638584136963
calibration,1,19,16,3116,5.953315734863281
calibration,1,19,17,3247,6.488359451293945
calibration,1,19,18,4798,7.161797046661377
calibration,1,19,19,2782,4.876337051391602
calibration,1,19,20,2029,4.9427103996276855
calibration,1,19,21,3681,5.1464152336120605
calibration,1,19,22,252,6.55662727355957
calibration,1,19,23,2694,5.925043106079102
calibration,1,19,24,1696,7.584987163543701
calibration,1,19,25,1,6.309059143066406
calibration,1,19,26,1432,6.951289176940918
calibration,1,19,27,3131,5.833967208862305
calibration,1,19,28,4718,4.981529712677002
calibration,1,19,29,2055,5.582509517669678
calibration,1,19,30,4817,5.293035984039307
calibration,1,19,31,2110,5.84052038192749
calibration,1,19,32,4972,8.255125045776367
calibration,1,19,33,3779,6.718303203582764
calibration,1,19,34,4553,4.698979377746582
calibration,1,19,35,4505,6.170997619628906
calibration,1,19,36,779,6.270197868347168
calibration,1,19,37,375,4.622648239135742
calibration,1,19,38,3175,6.915530681610107
calibration,1,19,39,1099,4.95546293258667
calibration,1,19,40,3387,5.618346691131592
calibration,1,19,41,3081,4.3472089767456055
calibration,1,19,42,461,7.198932647705078
calibration,1,19,43,429,5.2472147941589355
calibration,1,19,44,2649,8.552268981933594
calibration,1,19,45,1815,10.62220573425293
calibration,1,19,46,4318,5.067721366882324
calibration,1,19,47,226,6.723325252532959
calibration,1,19,48,4210,11.810952186584473
calibration,1,19,49,892,10.172658920288086
calibration,1,19,50,2021,5.74180793762207
calibration,1,19,51,2579,5.5086283683776855
calibration,1,19,52,2843,4.986883640289307
calibration,1,19,53,2661,6.442134380340576
calibration,1,19,54,426,5.808784008026123
calibration,1,19,55,768,5.342745780944824
calibration,1,19,56,2163,6.534702301025391
calibration,1,19,57,2378,5.068995475769043
calibration,1,19,58,1777,4.899607181549072
calibration,1,19,59,2019,5.7167863845825195
calibration,1,19,60,611,4.383364677429199
calibration,1,19,61,1632,8.418737411499023
calibration,1,19,62,1668,8.016154289245605
calibration,1,19,63,2131,6.095668315887451
calibration,1,19,64,4582,2.4706993103027344
calibration,1,19,65,3185,4.8237433433532715
calibration,1,19,66,3604,6.033444881439209
calibration,1,19,67,2688,5.269390106201172
calibration,1,19,68,1024,9.538439750671387
calibration,1,19,69,3447,5.289889812469482
calibration,1,19,70,1624,4.312437057495117
calibration,1,19,71,683,4.59341287612915
calibration,1,19,72,3712,4.887009143829346
calibration,1,19,73,4597,5.370059967041016
calibration,1,19,74,2003,5.849577903747559
calibration,1,19,75,38,5.057049751281738
calibration,1,19,76,2557,6.398740291595459
calibration,1,19,77,648,5.5174078941345215
calibration,1,19,78,2091,5.392929553985596
calibration,1,19,79,2261,5.0224690437316895
calibration,1,19,80,2086,5.762512683868408
calibration,1,19,81,4297,4.697342395782471
calibration,1,19,82,3993,5.444803237915039
calibration,1,19,83,559,4.629434585571289
calibration,1,19,84,3219,4.9451422691345215
calibration,1,19,85,3324,5.300913333892822
calibration,1,19,86,4366,4.8474202156066895
calibration,1,19,87,323,5.1194987297058105
calibration,1,19,88,3151,4.948517322540283
calibration,1,19,89,2912,4.765331745147705
calibration,1,19,90,2892,4.849581241607666
calibration,1,19,91,1031,6.868107795715332
calibration,1,19,92,2905,4.938477516174316
calibration,1,19,93,1747,5.949632167816162
calibration,1,19,94,1426,5.938158988952637
calibration,1,19,95,1288,5.493730068206787
calibration,1,21,0,720,6.105364799499512
calibration,1,21,1,3796,5.858107089996338
calibration,1,21,2,2979,5.20368766784668
calibration,1,21,3,3195,5.117347240447998
calibration,1,21,4,3348,7.322170734405518
calibration,1,21,5,636,7.076812744140625
calibration,1,21,6,655,5.6178202629089355
calibration,1,21,7,4470,6.234720230102539
calibration,1,21,8,3767,5.198526382446289
calibration,1,21,9,1123,8.358704566955566
calibration,1,21,10,1907,4.734664440155029
calibration,1,21,11,4325,10.275069236755371
calibration,1,21,12,3374,7.103527069091797
calibration,1,21,13,552,5.291335105895996
calibration,1,21,14,1983,5.519937992095947
calibration,1,21,15,279,4.5144476890563965
calibration,1,21,16,3116,6.363916873931885
calibration,1,21,17,3247,6.6206440925598145
calibration,1,21,18,4798,7.469971656799316
calibration,1,21,19,2782,4.872158527374268
calibration,1,21,20,2029,4.888449192047119
calibration,1,21,21,3681,5.04901123046875
calibration,1,21,22,252,6.5041069984436035
calibration,1,21,23,2694,6.024886131286621
calibration,1,21,24,1696,8.027217864990234
calibration,1,21,25,1,6.562805652618408
calibration,1,21,26,1432,7.24982213973999
calibration,1,21,27,3131,5.908507823944092
calibration,1,21,28,4718,5.0618157386779785
calibration,1,21,29,2055,5.570695400238037
calibration,1,21,30,4817,5.292848110198975
calibration,1,21,31,2110,6.110666275024414
calibration,1,21,32,4972,8.172016143798828
calibration,1,21,33,3779,6.7956929206848145
calibration,1,21,34,4553,4.604091644287109
calibration,1,21,35,4505,6.296701908111572
calibration,1,21,36,779,6.249675273895264
calibration,1,21,37,375,4.68146276473999
calibration,1,21,38,3175,6.936795234680176
calibration,1,21,39,1099,4.948197364807129
calibration,1,21,40,3387,5.650475978851318
calibration,1,21,41,3081,4.413578987121582
calibration,1,21,42,461,7.3085408210754395
calibration,1,21,43,429,5.480543613433838
calibration,1,21,44,2649,8.0796537399292
calibration,1,21,45,1815,10.907462120056152
calibration,1,21,46,4318,5.154658794403076
calibration,1,21,47,226,6.921877384185791
calibration,1,21,48,4210,11.907073020935059
calibration,1,21,49,892,9.781612396240234
calibration,1,21,50,2021,5.944772720336914
calibration,1,21,51,2579,5.558589935302734
calibration,1,21,52,2843,4.986482620239258
calibration,1,21,53,2661,6.643352508544922
calibration,1,21,54,426,5.8419623374938965
calibration,1,21,55,768,5.639200210571289
calibration,1,21,56,2163,6.657281875610352
calibration,1,21,57,2378,5.253655910491943
calibration,1,21,58,1777,4.791555881500244
calibration,1,21,59,2019,5.877923011779785
calibration,1,21,60,611,4.448780536651611
calibration,1,21,61,1632,8.675825119018555
calibration,1,21,62,1668,8.300776481628418
calibration,1,21,63,2131,6.019320964813232
calibration,1,21,64,4582,2.408522605895996
calibration,1,21,65,3185,4.9516191482543945
calibration,1,21,66,3604,6.051248550415039
calibration,1,21,67,2688,5.18559455871582
calibration,1,21,68,1024,10.003378868103027
calibration,1,21,69,3447,5.171000003814697
calibration,1,21,70,1624,4.374505043029785
calibration,1,21,71,683,4.720047473907471
calibration,1,21,72,3712,4.789337635040283
calibration,1,21,73,4597,5.155393123626709
calibration,1,21,74,2003,5.741109371185303
calibration,1,21,75,38,5.223928451538086
calibration,1,21,76,2557,5.921872138977051
calibration,1,21,77,648,5.467316627502441
calibration,1,21,78,2091,5.3996806144714355
calibration,1,21,79,2261,5.049748420715332
calibration,1,21,80,2086,5.908632278442383
calibration,1,21,81,4297,4.890112400054932
calibration,1,21,82,3993,5.498498439788818
calibration,1,21,83,559,4.666356563568115
calibration,1,21,84,3219,4.943345069885254
calibration,1,21,85,3324,5.528361797332764
calibration,1,21,86,4366,4.850775241851807
calibration,1,21,87,323,5.117824077606201
calibration,1,21,88,3151,4.836851119995117
calibration,1,21,89,2912,4.906910419464111
calibration,1,21,90,2892,5.005862712860107
calibration,1,21,91,1031,7.059267520904541
calibration,1,21,92,2905,4.821873664855957
calibration,1,21,93,1747,5.976269245147705
calibration,1,21,94,1426,6.79733943939209
calibration,1,21,95,1288,5.7786078453063965
calibration,1,24,0,720,6.084824085235596
calibration,1,24,1,3796,5.844254970550537
calibration,1,24,2,2979,5.148289203643799
calibration,1,24,3,3195,5.145408630371094
calibration,1,24,4,3348,7.388767242431641
calibration,1,24,5,636,7.098598957061768
calibration,1,24,6,655,5.409255027770996
calibration,1,24,7,4470,5.898866653442383
calibration,1,24,8,3767,5.175429344177246
calibration,1,24,9,1123,7.434760093688965
calibration,1,24,10,1907,4.693932056427002
calibration,1,24,11,4325,10.128602981567383
calibration,1,24,12,3374,6.953949451446533
calibration,1,24,13,552,5.0200724601745605
calibration,1,24,14,1983,5.4486541748046875
calibration,1,24,15,279,4.394222259521484
calibration,1,24,16,3116,5.949807643890381
calibration,1,24,17,3247,6.538066387176514
calibration,1,24,18,4798,7.3693108558654785
calibration,1,24,19,2782,4.932488441467285
calibration,1,24,20,2029,4.895003318786621
calibration,1,24,21,3681,5.108734607696533
calibration,1,24,22,252,6.443972110748291
calibration,1,24,23,2694,6.001463413238525
calibration,1,24,24,1696,7.650110721588135
calibration,1,24,25,1,6.22652006149292
calibration,1,24,26,1432,6.82778787612915
calibration,1,24,27,3131,5.670086860656738
calibration,1,24,28,4718,4.978756427764893
calibration,1,24,29,2055,5.348182201385498
calibration,1,24,30,4817,5.3607683181762695
calibration,1,24,31,2110,5.624073028564453
calibration,1,24,32,4972,7.78447961807251
calibration,1,24,33,3779,7.010569095611572
calibration,1,24,34,4553,4.645904064178467
calibration,1,24,35,4505,6.368908882141113
calibration,1,24,36,779,6.378626346588135
calibration,1,24,37,375,4.572021484375
calibration,1,24,38,3175,6.9646382331848145
calibration,1,24,39,1099,5.0507731437683105
calibration,1,24,40,3387,5.576852321624756
calibration,1,24,41,3081,4.244006156921387
calibration,1,24,42,461,7.326043605804443
calibration,1,24,43,429,5.370926380157471
calibration,1,24,44,2649,7.777058124542236
calibration,1,24,45,1815,10.863706588745117
calibration,1,24,46,4318,5.02052640914917
calibration,1,24,47,226,6.836016654968262
calibration,1,24,48,4210,12.334681510925293
calibration,1,24,49,892,9.911325454711914
calibration,1,24,50,2021,5.574685096740723
calibration,1,24,51,2579,5.438903331756592
calibration,1,24,52,2843,4.80269193649292
calibration,1,24,53,2661,6.4297285079956055
calibration,1,24,54,426,5.857153415679932
calibration,1,24,55,768,5.299089431762695
calibration,1,24,56,2163,6.614430904388428
calibration,1,24,57,2378,5.09073543548584
calibration,1,24,58,1777,4.700003147125244
calibration,1,24,59,2019,5.597478866577148
calibration,1,24,60,611,4.476377487182617
calibration,1,24,61,1632,8.52259349822998
calibration,1,24,62,1668,8.315089225769043
calibration,1,24,63,2131,6.257504463195801
calibration,1,24,64,4582,2.4724316596984863
calibration,1,24,65,3185,4.755100727081299
calibration,1,24,66,3604,5.761220455169678
calibration,1,24,67,2688,5.011877536773682
calibration,1,24,68,1024,9.58494758605957
calibration,1,24,69,3447,5.182398319244385
calibration,1,24,70,1624,4.288914203643799
calibration,1,24,71,683,4.714783668518066
calibration,1,24,72,3712,4.783353328704834
calibration,1,24,73,4597,5.179278373718262
calibration,1,24,74,2003,5.774369716644287
calibration,1,24,75,38,5.1566925048828125
calibration,1,24,76,2557,5.899723052978516
calibration,1,24,77,648,5.350606918334961
calibration,1,24,78,2091,5.216884136199951
calibration,1,24,79,2261,4.973405361175537
calibration,1,24,80,2086,5.769764423370361
calibration,1,24,81,4297,4.695341110229492
calibration,1,24,82,3993,5.321969509124756
calibration,1,24,83,559,4.57526969909668
calibration,1,24,84,3219,4.968341827392578
calibration,1,24,85,3324,5.461438179016113
calibration,1,24,86,4366,4.857607364654541
calibration,1,24,87,323,5.0265727043151855
calibration,1,24,88,3151,4.668206691741943
calibration,1,24,89,2912,4.71806001663208
calibration,1,24,90,2892,4.753749370574951
calibration,1,24,91,1031,6.79435920715332
calibration,1,24,92,2905,4.5758137702941895
calibration,1,24,93,1747,5.827511310577393
calibration,1,24,94,1426,6.0212178230285645
calibration,1,24,95,1288,5.562692165374756
calibration,1,26,0,720,5.8608503341674805
calibration,1,26,1,3796,5.518654823303223
calibration,1,26,2,2979,4.954881191253662
calibration,1,26,3,3195,5.001331329345703
calibration,1,26,4,3348,7.161142826080322
calibration,1,26,5,636,6.904637813568115
calibration,1,26,6,655,5.21870756149292
calibration,1,26,7,4470,5.836100101470947
calibration,1,26,8,3767,5.081936836242676
calibration,1,26,9,1123,7.422898292541504
calibration,1,26,10,1907,4.651485443115234
calibration,1,26,11,4325,10.542787551879883
calibration,1,26,12,3374,6.607544898986816
calibration,1,26,13,552,4.892144203186035
calibration,1,26,14,1983,5.239528656005859
calibration,1,26,15,279,4.465120792388916
calibration,1,26,16,3116,5.805553913116455
calibration,1,26,17,3247,6.300835132598877
calibration,1,26,18,4798,6.995580196380615
calibration,1,26,19,2782,4.811203956604004
calibration,1,26,20,2029,4.852538585662842
calibration,1,26,21,3681,5.047869682312012
calibration,1,26,22,252,6.163254261016846
calibration,1,26,23,2694,5.782338619232178
calibration,1,26,24,1696,7.502317905426025
calibration,1,26,25,1,6.071962356567383
calibration,1,26,26,1432,6.7813215255737305
calibration,1,26,27,3131,5.497832775115967
calibration,1,26,28,4718,4.848463535308838
calibration,1,26,29,2055,5.429897785186768
calibration,1,26,30,4817,5.21924352645874
calibration,1,26,31,2110,5.611389636993408
calibration,1,26,32,4972,7.391274452209473
calibration,1,26,33,3779,6.588525772094727
calibration,1,26,34,4553,4.409453392028809
calibration,1,26,35,4505,5.8951945304870605
calibration,1,26,36,779,6.052935600280762
calibration,1,26,37,375,4.549905776977539
calibration,1,26,38,3175,6.825225830078125
calibration,1,26,39,1099,4.848825931549072
calibration,1,26,40,3387,5.443181037902832
calibration,1,26,41,3081,4.26417350769043
calibration,1,26,42,461,7.037492752075195
calibration,1,26,43,429,5.267643928527832
calibration,1,26,44,2649,7.410116672515869
calibration,1,26,45,1815,11.351204872131348
calibration,1,26,46,4318,5.031446933746338
calibration,1,26,47,226,6.577127456665039
calibration,1,26,48,4210,12.590361595153809
calibration,1,26,49,892,10.288227081298828
calibration,1,26,50,2021,5.463178634643555
calibration,1,26,51,2579,5.20554256439209
calibration,1,26,52,2843,4.74163293838501
calibration,1,26,53,2661,6.222890377044678
calibration,1,26,54,426,5.603472709655762
calibration,1,26,55,768,5.331065654754639
calibration,1,26,56,2163,6.316489219665527
calibration,1,26,57,2378,5.03019905090332
calibration,1,26,58,1777,4.791365623474121
calibration,1,26,59,2019,5.410817623138428
calibration,1,26,60,611,4.502742290496826
calibration,1,26,61,1632,8.104387283325195
calibration,1,26,62,1668,7.908830642700195
calibration,1,26,63,2131,5.848194122314453
calibration,1,26,64,4582,2.3895907402038574
calibration,1,26,65,3185,4.724686622619629
calibration,1,26,66,3604,5.781533718109131
calibration,1,26,67,2688,4.910910129547119
calibration,1,26,68,1024,9.879715919494629
calibration,1,26,69,3447,5.120693206787109
calibration,1,26,70,1624,4.111712455749512
calibration,1,26,71,683,4.474274158477783
calibration,1,26,72,3712,4.839625835418701
calibration,1,26,73,4597,4.892480850219727
calibration,1,26,74,2003,5.530101776123047
calibration,1,26,75,38,5.013700008392334
calibration,1,26,76,2557,5.758878231048584
calibration,1,26,77,648,5.220349311828613
calibration,1,26,78,2091,5.093146800994873
calibration,1,26,79,2261,4.813395023345947
calibration,1,26,80,2086,5.698800086975098
calibration,1,26,81,4297,4.597409248352051
calibration,1,26,82,3993,5.2034711837768555
calibration,1,26,83,559,4.505476951599121
calibration,1,26,84,3219,4.966188907623291
calibration,1,26,85,3324,5.256326675415039
calibration,1,26,86,4366,4.705397129058838
calibration,1,26,87,323,4.915066719055176
calibration,1,26,88,3151,4.602199077606201
calibration,1,26,89,2912,4.618679523468018
calibration,1,26,90,2892,4.776625156402588
calibration,1,26,91,1031,6.685218334197998
calibration,1,26,92,2905,4.420861721038818
calibration,1,26,93,1747,5.74429988861084
calibration,1,26,94,1426,5.929224014282227
calibration,1,26,95,1288,5.336134433746338
calibration,3,6,0,720,3.4557244777679443
calibration,3,6,1,3796,3.337663173675537
calibration,3,6,2,2979,2.958885669708252
calibration,3,6,3,3195,2.9128010272979736
calibration,3,6,4,3348,3.171936511993408
calibration,3,6,5,636,2.912977457046509
calibration,3,6,6,655,3.0465424060821533
calibration,3,6,7,4470,2.939725637435913
calibration,3,6,8,3767,2.6439437866210938
calibration,3,6,9,1123,2.8296141624450684
calibration,3,6,10,1907,2.9369874000549316
calibration,3,6,11,4325,3.207294225692749
calibration,3,6,12,3374,3.1164159774780273
calibration,3,6,13,552,2.6024415493011475
calibration,3,6,14,1983,3.145017147064209
calibration,3,6,15,279,2.999943256378174
calibration,3,6,16,3116,3.4089932441711426
calibration,3,6,17,3247,3.4485771656036377
calibration,3,6,18,4798,3.2244744300842285
calibration,3,6,19,2782,2.8021275997161865
calibration,3,6,20,2029,3.08542537689209
calibration,3,6,21,3681,2.9963274002075195
calibration,3,6,22,252,2.41353702545166
calibration,3,6,23,2694,2.794551372528076
calibration,3,6,24,1696,3.2572133541107178
calibration,3,6,25,1,3.2608039379119873
calibration,3,6,26,1432,2.9056448936462402
calibration,3,6,27,3131,3.1818532943725586
calibration,3,6,28,4718,3.332692861557007
calibration,3,6,29,2055,2.8508524894714355
calibration,3,6,30,4817,3.0933640003204346
calibration,3,6,31,2110,2.822732925415039
calibration,3,6,32,4972,2.8369131088256836
calibration,3,6,33,3779,2.400865316390991
calibration,3,6,34,4553,1.8096094131469727
calibration,3,6,35,4505,2.6166701316833496
calibration,3,6,36,779,3.160630702972412
calibration,3,6,37,375,2.9567463397979736
calibration,3,6,38,3175,2.953441619873047
calibration,3,6,39,1099,2.7950599193573
calibration,3,6,40,3387,3.544713020324707
calibration,3,6,41,3081,2.2962582111358643
calibration,3,6,42,461,2.592827320098877
calibration,3,6,43,429,3.371652603149414
calibration,3,6,44,2649,3.2341015338897705
calibration,3,6,45,1815,2.868137836456299
calibration,3,6,46,4318,3.0167667865753174
calibration,3,6,47,226,3.137817859649658
calibration,3,6,48,4210,2.923304796218872
calibration,3,6,49,892,2.820749044418335
calibration,3,6,50,2021,2.9933228492736816
calibration,3,6,51,2579,2.457796096801758
calibration,3,6,52,2843,2.991030216217041
calibration,3,6,53,2661,2.3543410301208496
calibration,3,6,54,426,3.4001970291137695
calibration,3,6,55,768,3.4887382984161377
calibration,3,6,56,2163,3.0539259910583496
calibration,3,6,57,2378,2.842165946960449
calibration,3,6,58,1777,3.327712059020996
calibration,3,6,59,2019,2.8432650566101074
calibration,3,6,60,611,2.885995388031006
calibration,3,6,61,1632,3.0499749183654785
calibration,3,6,62,1668,2.6330909729003906
calibration,3,6,63,2131,2.4799129962921143
calibration,3,6,64,4582,1.172243356704712
calibration,3,6,65,3185,2.663691997528076
calibration,3,6,66,3604,2.8245320320129395
calibration,3,6,67,2688,2.907275915145874
calibration,3,6,68,1024,2.9297964572906494
calibration,3,6,69,3447,3.2672712802886963
calibration,3,6,70,1624,2.7446329593658447
calibration,3,6,71,683,2.3575613498687744
calibration,3,6,72,3712,3.2427663803100586
calibration,3,6,73,4597,2.3017241954803467
calibration,3,6,74,2003,2.754152774810791
calibration,3,6,75,38,3.1012604236602783
calibration,3,6,76,2557,2.6599254608154297
calibration,3,6,77,648,3.2228853702545166
calibration,3,6,78,2091,2.418073892593384
calibration,3,6,79,2261,3.1262917518615723
calibration,3,6,80,2086,3.1069188117980957
calibration,3,6,81,4297,3.1368155479431152
calibration,3,6,82,3993,2.4944305419921875
calibration,3,6,83,559,2.7215683460235596
calibration,3,6,84,3219,3.4531023502349854
calibration,3,6,85,3324,3.0342795848846436
calibration,3,6,86,4366,3.2957100868225098
calibration,3,6,87,323,3.145094156265259
calibration,3,6,88,3151,2.858466148376465
calibration,3,6,89,2912,2.7918050289154053
calibration,3,6,90,2892,3.495893955230713
calibration,3,6,91,1031,3.5450351238250732
calibration,3,6,92,2905,2.1302359104156494
