split,first_layer,second_layer,sample_index,source_window_index,nll
calibration,1,,45,1815,10.676288604736328
calibration,1,,46,4318,4.787436008453369
calibration,1,,47,226,6.39242696762085
calibration,1,,48,4210,12.022634506225586
calibration,1,,49,892,9.691469192504883
calibration,1,,50,2021,5.133384704589844
calibration,1,,51,2579,5.065807819366455
calibration,1,,52,2843,4.52470064163208
calibration,1,,53,2661,6.078065395355225
calibration,1,,54,426,5.370456218719482
calibration,1,,55,768,5.0073089599609375
calibration,1,,56,2163,6.223262310028076
calibration,1,,57,2378,4.713836193084717
calibration,1,,58,1777,4.4515790939331055
calibration,1,,59,2019,5.245445728302002
calibration,1,,60,611,4.113659858703613
calibration,1,,61,1632,7.898390769958496
calibration,1,,62,1668,7.868406295776367
calibration,1,,63,2131,5.712491512298584
calibration,1,,64,4582,2.140437126159668
calibration,1,,65,3185,4.445063591003418
calibration,1,,66,3604,5.486945152282715
calibration,1,,67,2688,4.645974159240723
calibration,1,,68,1024,9.229235649108887
calibration,1,,69,3447,4.807245254516602
calibration,1,,70,1624,3.911036729812622
